Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Does the institution have an institution-wide stated preference to purchase office paper that has ...,"A copy of the paper purchasing policy, directive or guidelines","The paper purchasing policy, directive or guidelines","A brief description of steps the institution has taken to ensure that the purchasing policy, ...",Does the institution wish to pursue Part 2 of this credit (expenditures on office paper)?,"Expenditures on office paper with the following levels of post-consumer recycled, agricultural ...","Expenditures on 10-29 percent post-consumer recycled, agricultural residue, and/or FSC certified ...","Expenditures on 30-49 percent post-consumer recycled, agricultural residue, and/or FSC certified ...","Expenditures on 50-69 percent post-consumer recycled, agricultural residue, and/or FSC certified ...",Expenditures on 70-89 percent post-consumer recycled and/or agricultural residue content and/or FSC ...,Expenditures on 90-100 percent post-consumer recycled and/or agricultural residue content and/or ...,Total expenditures on office paper ,"The website URL where information about the paper purchasing policy, directive, or guidelines is ...",Public Notes
Cornell University,2016-03-18,2016-03-18 08:39:42,cma18@cornell.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/270/6/508/3793/Printer%20and%20Copier%20Paper_Procurement.pdf,"Per the Procurement Services web site, ""Our suppliers make conscious efforts every day to address environmental concerns. Cornell prefers to purchase recycled content office paper. Procurement Services and W.B. Mason encourage you to select recycled copy paper, either 30% or 100%, when placing your paper orders. Visit the punch-out site in e-SHOP to select recycled copy paper products.""

https://www.dfa.cornell.edu/procurement/about/initiatives/sustainability/resources","Guidelines are present on our website and posted to communications via web posts, newsletters and catalog offerings.  Onsite paper vendor representatives are encouraged to promote recycled paper over virgin. In house recycling program supports recycled paper through education to individual departments and students. The copy paper options presented in our electronic marketplace present recycled options first.",True,**,252.0,138631.0,2981.0,--,42520.0,366227.0,https://www.dfa.cornell.edu/procurement/about/initiatives/sustainability/resources,--
Creighton University,2016-02-24,2016-02-24 14:08:48,mjduda@creighton.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/629/6/508/3793/2.9_Sustainability.doc,,Please click into policy 2.9.,True,**,15012.0,5235.0,--,--,--,106243.0,http://www.creighton.edu/admin/purchasing/policies/practices/index.php,--
Denison University,2016-02-15,2016-02-15 15:55:37,kingje@denison.edu,2.0,Pursuing,True,,"In 2008, the President directed all departments to make 100% recycled content paper the default choice when ordering paper.",Departments and Offices are reminded each year to only order recycled content paper from our paper supplier and the standard order forms only include options for recycled content paper.,True,**,--,7875.0,--,--,11124.0,35967.0,--,Denison maintains an internal password protected website where most of this information resides.  Public access web pages have limited information on this topic.
Dickinson College,2016-03-08,2016-03-08 10:06:46,welkerm@dickinson.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/232/6/508/3793/Sustainable%20Paper.pdf,Please see attached document.,Please see attached document.,True,**,10060.0,29626.0,--,59806.0,12605.0,112097.0,http://www.dickinson.edu/info/20052/sustainability/2284/waste_and_materials,"Expenditures are for FY '15 (July 1, 2014 - June 30, 2015)."
Drew University,2016-03-25,2016-03-25 16:12:04,swald@drew.edu,2.0,Pursuing,True,,"Paper Purchasing Policy: Drew University will purchase and use 100% post-consumer content paper products in its operations, actively procure double-sided printing techniques, and educate its members to reduce paper and toner usage.",Drew has a 100% recycled copy paper requirement in purchasing. There is a centralized system through which purchasing of paper is done at Drew. ,--,**,--,--,--,--,--,--,http://www.drew.edu/sustainability/projects/paper,--
Duke University,2016-02-26,2016-02-26 14:18:04,tavey.mcdaniel@duke.edu,2.0,Pursuing,--,,,"Through our partner office supply vendor, we have negotiated a lower institutional rate on recycled content paper and worked with them to ensure that these items are prominently displayed on the vendor’s purchasing portal.",True,**,29.0,184667.0,9198.0,258.0,44781.0,1466277.0,http://finance.duke.edu/procurement/green/epp.php,This information is from the fiscal year 2014 report.
Earlham College,2016-03-03,2016-03-03 10:49:57,butchli@earlham.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Eastern Connecticut State University,2016-03-03,2016-03-03 15:13:21,stoddardl@easternct.edu,2.0,Pursuing,True,,Eastern follows Connecticut General Statute 4a-67e 'Standards for purchase of recycled Paper' and 4a-67f 'Specifications for printing and writing paper'.,Eastern purchases paper in accordance with Connecticut general statute 4a-67e 'Standards for purchase of recycled Paper' and 4a-67f 'Specifications for printing and writing paper'.,True,**,--,--,--,--,25779.6,25779.6,https://www.cga.ct.gov/2011/pub/chap058.htm#Sec4a-67e.htm,The information for this credit was collected by Cindy Hodis in the Office of Purchasing. 
Elon University,2016-01-14,2016-01-14 09:32:52,edurr@elon.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/354/6/508/3793/OP%2014%20Sustainable%20Purchasing%20Guidelines.pdf,,The Purchasing Department and Print Services are the primary purchasers of office paper and follow the guidelines. ,True,**,13117.37,30252.56,54192.48,17453.23,1343.0,123243.76,http://www.elon.edu/e-web/bft/sustainability/ci-purchasing.xhtml,"Expenditure information is from FY 15.
"
Emory University,2016-02-29,2016-02-29 16:26:37,ciannat.howett@emory.edu,2.0,Pursuing,True,,"On the Procurement website, purchases are directed to select the ""Eco-Conscious/Recycle"" button for recycled content copy paper.  For 100% post-consumer waste (PCW) Recycled Paper, select TreeFrog’s Multipurpose Paper in the Staples Punch-Out in Emory Express, and enter Item #697216.  

Additionally, Emory University went through considerable effort to consolidate all publication paper purchasing through Mac papers. Our agreement with Mac requires that all publication paper be chain-of-custody verified, contain at least 30% recycled content and some post-consumer waste. To date, 99% of publication paper is chain-of-custody certified and contain an average of 39% post-consumer waste content.
","All purchases are overseen by the Purchasing department. Individual purchases are generally made through Emory Express, an online purchasing tool.  On the Purchasing website, there are numerous pages with suggestions and guidelines for purchasing green products, including a rule of thumb that paper purchases should be at least 30% recycled-content.  
  Emory has also worked closely with STAPLES, our default office-supply vendor, to increase recycled-content paper offerings.",True,**,--,164245.0,--,--,35925.0,395037.0,https://www.finance.emory.edu/home/Procure%20and%20Pay/Sustainability/index.html,"Data reported for 2013-2014 fiscal year.

Emory University is not a ""policy-driven"" institution, therefore it has very few formal policies regarding purchasing. However, Emory's Purchasing department is committed to sustainability and drives the purchase of more sustainable products through contract administration and by limiting the availability of unsustainable products and offering and promoting sustainable products through our internal procurement system. "
Endicott College,2016-03-01,2016-03-01 10:10:07,screight@endicott.edu,2.0,Pursuing,--,,We do not have a formal stated preference,"All copy paper is Sustainable Forest Initiative Certified. 

Paper for all college publications is 100% recycled, FSC certified.",--,**,--,--,--,--,--,--,--,"All copy paper is Sustainable Forest Initiative Certified. 

Paper for all college publications is 100% recycled, FSC certified."
Florida Gulf Coast University,2016-02-29,2016-02-29 17:56:22,kleone@fgcu.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--,--,This data is from the 2012-13 fiscal year
Fort Lewis College,2016-03-27,2016-03-27 16:00:35,kehilimire@fortlewis.edu,2.0,Pursuing,True,,It has been FLC best practice to purchase solely 100% PCW recycled content office paper for over 10 years. ,"Office paper for the entire campus is purchased centrally by the purchasing department, which enforces this best practice.",True,**,--,--,--,--,27825.8,27825.8,--,--
Furman University,2016-02-22,2016-02-22 13:43:06,yancey.fouche@furman.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/15/6/508/3793/Green%20Purchasing%20Guidelines.doc,"The paper purchase is the responsibility of each department.  When the departments order paper, they take into consideration the budget limit and the Green Purchasing Guidelines. Each department is encouraged to buy sustainable products whenever possible. Within the Green Purchasing Guidelines is a line that reads ""Procure post-consumer recycled-content paper and office supplies.""","We do not mandate that they have to buy recycled papers.  However, to encourage the use of recycled papers we have held seminars in the past and had the vendor give a presentation on the difference between the virgin and recycled papers and the impact each would have on the environment.",True,**,26.04,43621.18,1933.06,--,5623.5,68932.39,--,--
George Washington University,2016-02-29,2016-02-29 13:04:30,shannonross@gwu.edu,2.0,Pursuing,True,,"GW's Office of Sustainability and Procurement Department have partnered to implement a sustainable paper procurement program which stipulates that all office print & copy paper procured by GW employees through ""iBuy"", GW's internal online purchasing system for most of the university's major purchase categories, must contain at least 30% recycled fiber content.","GW's Office of Sustainability and Procurement Department have partnered to implement a sustainable paper procurement initiative. Beginning in 2013, virgin (0% recycled content) paper was removed from ""iBuy"", GW’s online system for ordering the university’s most commonly purchased products. Instead, users have the choice between paper comprised of 30%, 50% and 100% recycled fiber content. When GW personnel log in to its iBuy purchasing system, only those office and copy paper products with 30% or greater recycled content are available for purchase. The vast majority of all paper purchased at GW is made via iBuy from Staples Inc.

To help offices choose which paper is best for them, a balanced scorecard tool for paper purchasing has been created that provides users with additional information on environmental and social characteristics of paper processing so that the purchase decision can be made on sustainability attributes in addition to traditionally used price and quality dimensions. The scorecard evaluates paper products by economic, environmental and social factors, such as meeting fair labor standards.",True,**,--,108053.1,2978.54,--,35389.6,270308.2,http://gwtoday.gwu.edu/gw-switches-recycled-paper-0,"This initiative directly impacts goals and targets set forth in The George Washington Ecosystems Enhancement Strategy, which was released November 2012. This Strategy calls for the university to source products that reduce the impact on biodiversity, climate and water. As a large urban university, GW purchases a significant volume of products to support its faculty, staff and student community. Sourcing raw material inputs, processing and manufacturing paper and transporting it to GW impacts natural, human and economic capital on a global scale. In addition to the sustainable paper procurement initiative, eco-friendly procurement strategies are targeted for electronics and water by 2015."
