Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Does the institution have any building space certified under the following green building rating ...,Does the institution have any building space certified under LEED for Existing Buildings or another ...,"Does the institution have any building space certified under the DGNB system, Green Star ...","Does the institution have any building space certified under BREEAM-In Use, CASBEE for Existing ...",Does the institution have any building space certified under other non-GBC rating systems (e.g. ...,A brief description of the green building rating system(s) used and/or a list or sample of ...,Total floor area of eligible building space (operations and maintenance),Floor area of building space that is certified at each level under a 4-tier rating system for ...,Floor area that is certified at minimum level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the 3rd highest level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the 2nd highest level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the highest achievable level under a 4-tier GBC rating system for ...,Floor area of building space that is certified at each level under a 3-tier rating system for ...,Floor area that is certified at minimum level under a 3-tier GBC rating system for existing ...,Floor area that is certified at mid-level under a 3-tier GBC rating system for existing buildings,Floor area that is certified at the highest achievable level under a 3-tier GBC rating system for ...,Floor area of building space that is certified at each level under a 5-tier rating system for ...,Floor area that is certified at minimum level under a 5-tier GBC rating system for existing ...,Floor area that is certified at the 4th highest level under a 5-tier GBC rating system for existing ...,Floor area that is certified at mid-level under a 5-tier GBC rating system for existing buildings,Floor area that is certified at the 2nd highest level under a 5-tier GBC rating system for existing ...,Floor area that is certified at the highest achievable level under a 5-tier GBC rating system for ...,Floor area of building space that is certified at any level under other green building rating ...,Floor area of building space that is maintained in accordance with formally adopted sustainable ...,A copy of the sustainable building operations and maintenance guidelines or policies,The date the guidelines or policies were formally adopted,A brief description of the sustainable building operations and maintenance program and/or a list or ...,A brief description of how the institution ensures compliance with sustainable building operation ...,The website URL where information about the institution’s certified buildings and/or sustainable ...,Public Notes
"California State University, Sacramento",2016-02-18,2016-02-18 12:16:59,kristina.cullen@csus.edu,2.0,Pursuing,**,--,--,--,--,n/a,5166951.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,5166951.0,http://stars.aashe.org/media/secure/760/6/474/2700/CSU%20Wide%20Sustainability%20Policy%20Statement%205.20.14.pdf,2014-05-20,"One example of how we maintain sustainable building operations and maintenance is through our Residential Housing custodial program.  An evaluation and testing system is used to determine the best performance and packaging from companies' green products.  Products that have a high concentrated dilution ratio and metered with a handle dispenser are preferred because it reduces plastic packaging and product waste.  Rapid renewable and 100% recycled paper products with a green seal certification are used.  Additionally, motion sensors and upgraded LED lighting are a standardized practice for building maintenance.  i.e.
Sierra Hall Renovation:
• Replacement of all corridor 13 watt compact fluorescent
lamps with motion sensor LED fixtures.
• Replaced old plumbing fixtures with low flow fixtures.

Sutter Hall Renovation/Refresh:
• Replacement of all 13 watt compact fluorescent corridor lamps with motion sensor LED
fixtures.
• Replaced old plumbing fixtures with low flow fixtures.

Also, whenever practical, projects reuse materials such as ceiling
tiles and carpeting to minimize amount of materials being
thrown away needlessly.
Example: California Department of Public Health (2nd
floor of Folsom Hall), carpet tiles & ceiling tiles reused
along with furniture partitions.
Facilities Management will select more energy efficient fixtures, techniques and materials when an option exists.
Examples: Library 1001 for Global Education, various “Smart”
classrooms around the campus.","The campus complies with the CSU-wide Chancellor's Office sustainability policy that covers sustainability building practices for operations and maintenance.  The policy encourages all CSU campuses to continue to adopt an integrated design approach that includes sustainable materials and practices. It also requires new goals for energy conservation, and the purchase and generation of renewable power.  The following is an excerpt of the sustainable building practices policy:
Sustainable Building Practices
1. All future CSU new construction, remodeling, renovation, and repair projects will be designed with consideration of optimum energy utilization, low life cycle operating costs, compliance with all applicable energy codes (enhanced Title 24 energy codes) and regulations. In the areas of specialized construction that are not regulated through the current energy codes, such as historical buildings, museums, and auditoriums, the CSU will ensure that these facilities are designed to consider energy efficiency. Energy efficient and sustainable design features in the project plans and specifications will be considered in balance with the academic program needs of the project within the available project budget. (78-Adopt; 88-Revise; 01-Revise; 04-Revise; 14-Revise)
2. Capital Planning, Design and Construction in the Chancellor’s Office shall monitor building sustainability/energy performance and maintain information on design best practices to support the energy efficiency goals and guidelines of this policy. The sustainability performance shall be based on Leadership in Energy and Environmental Design (LEED) principles with consideration to the physical diversity and microclimates within the CSU. (05-New; 14-Revise)
3. The CSU shall design and build all new buildings and major renovations to meet or exceed the minimum requirements equivalent to LEED “Silver.” Each campus shall strive to achieve a higher standard equivalent to LEED “Gold” or “Platinum” within project budget constraints. Each campus may pursue external certification through the LEED process. (05-New; 14-Revise)",http://www.calstate.edu/cpdc/sustainability/policies-reports/documents/JointMeeting-CPBG-ED.pdf,--
Calvin College,2016-03-11,2016-03-11 14:31:03,bhaney@calvin.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Carleton College,2016-02-26,2016-02-26 11:19:18,mlarson@carleton.edu,2.0,Pursuing,**,--,--,--,--,Carleton currently does not pursue LEED certification for existing buildings.,1927731.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,Carleton hires professional engineering firms to perform annual energy audits on a select group of buildings.  Carleton sustainability office and maintenance office work together to implement all reasonable energy conservation measures.  We aim to audit all primary campus buildings within 5-6 years.  ,There is no formal policy at this time.,http://apps.carleton.edu/sustainability/campus/energy/audits/,--
Carnegie Mellon University,2015-12-10,2015-12-10 11:03:57,bk11@andrew.cmu.edu,2.0,Pursuing,**,--,--,--,--,,6777166.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,,"Contract language specifically related to sustainability is in place, measured by an outside third party and is enforced for outside contractors providing Dining, Custodial, Pest Management and other services.  These relate to recycling, composting, local and sustainable food options, Integrated Pest Management and other requirements.",http://www.cmu.edu/environment/university-commitments/index.html,--
Case Western Reserve University,2016-03-25,2016-03-25 15:39:10,stephanie.corbett@case.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"While CWRU has not yet implemented a LEED EBOM pilot, the University's intention is to do so in the next three years. In addition, we are using LEED EBOM as an internal guide for creating our own facilities management procedures."
Chatham University,2016-02-17,2016-02-17 13:04:46,MWhitney@chatham.edu,2.0,Pursuing,**,True,--,--,--,Chatham's Eastside campus building is LEED Silver Certified. ,260000.0,**,--,260000.0,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,,,--,--
Clark University,2016-02-24,2016-02-24 15:49:08,jisler@clarku.edu,2.0,Pursuing,**,True,--,--,--,"LEED, or Leadership in Energy & Environmental Design, is a green building certification program that recognizes best-in-class building strategies and practices. To receive LEED certification, building projects satisfy prerequisites and earn points to achieve different levels of certification. At Clark we have two certified buildings:
LEED Gold: Lasry Center for Bioscience
LEED Silver: Blackstone Residence Hall
However, Clark also realized early on that LEED certification was a fancy way of giving someone else money for something you should already be doing for other reasons, such as energy saving, environmental protection, waste reduction and happy occupants. The $ spent on certification can go to the building itself instead.So the Clark policy (as mentioned elsewhere) is that all buildings and renovations are done to LEED Silver standards, but without the costly certification process. this question, though, only includes info about buildings that are certified.",123028.0,**,--,73342.0,49686.0,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,,,http://www.clarku.edu/offices/campussustainability/,--
Clarkson University,2016-02-12,2016-02-12 07:37:37,sep@clarkson.edu,2.0,Pursuing,**,--,--,--,--,None,1700033.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,,,--,--
Coastal Carolina University,2015-11-20,2015-11-20 15:31:05,sustain@coastal.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Colby College,2016-01-12,2016-01-12 15:54:03,ksbright@colby.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Colgate University,2016-02-28,2016-02-28 11:21:31,jpumilio@colgate.edu,2.0,Pursuing,**,True,--,--,--,Lathrop Hall is LEED certified as verified by the USGBC green building system.,2201316.0,**,52000.0,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,,,http://www.colgate.edu/distinctly-colgate/sustainability/climate-action-planning/energy-and-green-buildings,--
College of Charleston,2016-02-29,2016-02-29 16:52:42,fisherb@cofc.edu,2.0,Pursuing,**,True,--,--,--,LEED for Existing Buildings: Operations & Maintenance.  Craig Admission hall was built to LEED Gold Standard in this category.,3539597.0,**,--,--,23933.0,--,**,--,--,--,**,--,--,--,--,--,--,--,http://stars.aashe.org/media/secure/676/6/474/2700/State%20energy%20law.docx,2007-06-20,"State of South Carolina Energy policy sets energy use reduction of 1% annually for five years beginning July 1, 2008; 20% energy use reduction relative to 2000 by July 1, 2020. ",The State has annual reporting requirements for this Policy.,--,"We have four buildings in various stages of construction that will be Green Globes or LEED certified when complete:

Rita Hollings Science Center Renovation (to include graywater system to use non-potable rainwater for toilets) 
Rutledge Rivers Residence Hall
Administration Building on Lockwood Drive
New Office of Sustainability at 14 Greenway
"
College of the Atlantic,2016-03-23,2016-03-23 11:13:41,ademeo@coa.edu,2.0,Pursuing,**,--,--,--,--,,152347.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,152347.0,http://stars.aashe.org/media/secure/477/6/474/2700/COA%20Green%20Cleaning%20Guidelines.docx,1990-01-01,"The green cleaning guidelines have been in place since the founding of the college. The following applies to all buildings at College of the Atlantic:

College of the Atlantic has been committed to green products for cleaning and maintenance since its founding. In support of COA’s mandate to reduce unnecessary chemicals on campus, reduce our environmental impact, and increase human health and safety on campus, College of the Atlantic continues to actively pursue environmentally friendly cleaning products, recycled and post-consumer paper products, and non-toxic wax and painting products.

1.	Whenever possible, COA will procure green seal certified cleaning products.

2.	 COA has a long-standing relationship with our supplier, and will continue to foster such relationships, ensuring that as new green cleaning products become available, or as others are taken off the market, we have an industry connection to help facilitate continuity of procurement. 

3.	In accordance with the Wood and Paper Products Procurement Policy, COA will purchase post-consumer, recycled, or tree-free paper products.","All cleaning products are purchased by a dedicated Buildings and Grounds staff member.  Being a very small school with a commitment to maintaining a non hazardous, non toxic environment, compliance with sustainable building operations and maintenance is very straightforward.",http://coa.edu/about/environmental-commitment/publications-policies/,--
Colorado College,2016-02-29,2016-02-29 16:09:48,Ian.Johnson@ColoradoCollege.edu,2.0,Pursuing,**,--,--,--,--,,2056875.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,1977643.0,http://stars.aashe.org/media/secure/367/6/474/2700/Colorado%20College%20Sustainable%20O%26M%20Guidelines%20Manual%2C%20Rev.%2012-4-15.pdf,2015-11-24,"The intent of the guidelines is to provide general guidance on O&M procedures applied in all college facilities, to achieve high performance and sustainable practices in the operations and maintenance of buildings and infrastructures. These guidelines will provide Facilities Services staff with clear and consistent sustainable operations and maintenance principles intended to achieve high performing indoor and outdoor environments at the college as specified in the Colorado College Facility High Performance Design Guidelines Manual, October 2014. Implementation of sustainable building operations and maintenance practices directly impacts ongoing building costs and the internal occupant comfort and external building environment. Successful campus-wide implementation of these O&M guidelines can therefore lead to substantial economic, social, and environmental benefits. The O&M guidelines are built on a preventative maintenance ideology rather than a reactive maintenance ideology. The guidelines cover both academic and residential buildings. Academic buildings account for 1,292,850 Square Feet, while Residential Life buildings account for 44,521 Square Feet (Apartments) & 640,272 Square Feet (Student Residences). 
","The institution ensures compliance with the sustainable building operation and maintenance guidelines through 1.) Annual training of Shop Staff, 2.) Asking staff to set personal annual goals for integrating sustainable practices into their tasks, and 3.)  Annual recognition of achievements through performance reviews and other staff recognition opportunities.",https://www.coloradocollege.edu/offices/facilities/energy-management/guidelines-for-sustainability.dot,--
Colorado State University,2015-12-16,2015-12-16 16:38:58,tonie.miyamoto@colostate.edu,2.0,Pursuing,**,True,--,--,--,"http://www.green.colostate.edu/green-buildings.aspx

The most up to date list of green buildings at CSU is on this website.  At the time of this submission, CSU has 17 LEED buildings (14 GOLD)",7974062.0,**,--,--,119627.0,--,**,--,--,--,**,--,--,--,--,--,--,7854435.0,http://stars.aashe.org/media/secure/326/6/474/2700/aesthetic_guidelines.pdf,2010-02-11, Colorado State University’s Facilities Management Department (FM) strives to operate & maintain all buildings in a manner that places the health of the building occupants as well as the environment in the highest priority. To achieve this goal FM focuses on sustainable operations and maintenance as well as reducing energy and water consumption and maintaining an excellent indoor environmental quality.,An example is the green cleaning policy adopted by Housing and Dining Services which pledges to use environmentally preferred products. ,https://www.fm.colostate.edu/construction/,--
Columbia University,2016-01-13,2016-01-13 14:27:04,as3215@columbia.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Connecticut College,2016-02-28,2016-02-28 16:32:51,jstoffel@conncoll.edu,2.0,Pursuing,**,--,--,--,--,,1500000.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,45441.0,http://stars.aashe.org/media/secure/488/5/310/1736/Sustainable%20Building%20Policy.doc,2014-05-20,"CONNECTICUT COLLEGE SUSTAINABLE BUILDING POLICY

In order to reduce its environmental impact, promote social responsibility, improve the quality of the 

residential and work environment and to maintain its position as a leader in promoting campus 

sustainability, the College will, for new building and major renovation projects, implement the following:

 Use the Leadership in Energy and Environmental Design (LEED¹) sustainable building 

guidelines;

 Use sustainable building materials and recycled materials, sustainable cleaning products and 

maintenance methods;

 Use energy efficient systems for heating, lighting and transportation which exceed local and 

national standards for conservation and greenhouse gas emissions; use and establish alternative 

sources of energy;

 Install water-conserving systems and products and plant native, low maintenance plants;

 Improve indoor air quality through the use of appropriate building materials, ventilation and 

filtration systems.",The Office of Sustainability partners with the Facilities Management department to implement our sustainable construction and maintenance policies.,--,--
Cornell University,2016-03-18,2016-03-18 08:39:26,cma18@cornell.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Creighton University,2016-02-24,2016-02-24 14:08:32,mjduda@creighton.edu,2.0,Pursuing,**,--,--,--,--,,--,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,We are upgrading the building controls systems in many of the buildings on campus.  We are also working to change the building temperatures and occupancy schedules to correspond to the campus schedules.,We have an Energy Management department that monitors the buildings status to verify proper operation of all systems. ,--,--
