Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Floor area of building space covered by an indoor air quality (IAQ) management program that meets ...,Gross floor area of building space,A brief description of the institution’s indoor air quality program(s) (including information about ...,The website URL where information about the institution’s indoor air quality program(s) is available,Public Notes
University of Virginia,2015-12-11,2015-12-11 14:05:50,art2k@Virginia.edu,2.0,Pursuing,17241229.0,17241229.0,"The University has programs in place to improve and manage the institution's indoor air quality. When a concern is raised is about a buildings indoor air quality, an indoor air quality investigation is conducted, which initially examines the current conditions that occupants are experiencing. The investigation includes a walk-through survey, interviews with occupants and consultation with facilities management on the operation of the HVAC (heating, ventilation and air conditioning) system. Indoor air quality problems arise in non-industrial buildings when there is an inadequate amount of clean, outdoor air being provided for the amount of air contaminants present in that space. Air contaminants sources can be biological in nature (mold, dust mites and other allergens), or chemical (formaldehyde, carbon monoxide) and can originate either inside or outside a building. Physical factors (temperature and relative humidity) can contribute to perceptions of poor air quality as well. Air sampling is rarely undertaken, as often, adjustments to the HVAC system or better housekeeping are all that is needed. 

Moreover, the entire University is covered by our IAQ program, including its off site facilities. The IAQ program is also one of many of the Industrial Hygiene Division’s (two FTE and one part time student) responsibilities. The effort to provide good indoor air quality in all work spaces is supported by the Building Services’ Green Seal Certification, preventative and corrective maintenance  of ventilation systems by Facilities Management HVAC mechanics, associated University policies, such as the No Smoking Policy, Mold Management Policy, and the Environmental Management Policy
",http://ehs.virginia.edu/ehs/ehs.ih.html,--
University of Winnipeg,2016-01-13,2016-01-13 14:36:51,a.lajoie-omalley@uwinnipeg.ca,2.0,Pursuing,1280141.1,1280141.1,"The University of Winnipeg passed its Air Quality Management Policy in 2007 in an effort to incorporate air quality management into its overall Sustainability management System.

The system we have in place is self-monitoring for levels of CO2 and is set to adjust dampers on demand for increase fresh air according to sensor levels. In other words, if a room is occupied and CO2 levels increase above 1000 ppm, the system will open dampers to increase fresh air delivery. The system will also detect periods of low occupancy and self-calibrate the CO2 sensors during those times. The air handling system will also determine problems with sensors if readings fall below atmospheric conditions by sending an alarm. High CO2 levels will also trigger an alarm, but rarely happens as the minimum levels for opening dampers occur well before reaching alarm levels.
Individuals with air quality concerns are prompted to complete a hazard/incident report form, but usually the person sends an email. Generally, when a concern is expressed, either through email or by report, it generates an action plan to address the concern and the file remains open until the concern is adequately addressed.
",http://uwinnipeg.ca/safety/indoor-air-quality.html,"A copy of the Air Quality Management Policy can be found here:
http://uwinnipeg.ca/sustainability/docs/policies/air-quality-mgmt-policy.pdf"
University of Wisconsin-Green Bay,2016-01-07,2016-01-07 17:22:50,fermanij@uwgb.edu,2.0,Pursuing,1998656.0,1998656.0,"All occupied building space is managed to meet ASHRAE Standard 90.1-2007, State of Wisconsin Sustainable Facility Standards, and guidelines for state managed buildings.

The state policy states: 
IAQ procedures are essential to a safe and healthy workplace environment.
o	Building occupants should report a potential IAQ problem to the building management office and describe the IAQ complaint and its effects on the employee and colleagues.  
o	Each building occupant IAQ complaint will be recorded on a Building Incident Log Form.
o	The Building Manager, or a qualified building management staff member, will go to area of IAQ concern.  
o	Building occupants in the complaint area will be interviewed and statements recorded on the log form.  
o	The complaint area will be checked for potential IAQ problems and the results recorded on the log form.  
o	If Building Management is unable to determine the IAQ problem by observation, mechanical equipment will be checked for proper operation and adjacent areas will be investigated as potential sources of the IAQ problem.  Testing for potential contaminants may also be initiated.  
o	The complaint area will be checked for potential IAQ problems and the results of the investigation will be forwarded to building occupants of the IAQ investigation area until the situation has been resolved.”
   

Any complaints with IAQ can be submitted to UW - Green Bay Facilities Planning and Management either via e-mail or by phone. Information on campus operations can be found on the Facilities Planning and Management website at  http://www.uwgb.edu/facilities/  .",http://www.doa.state.wi.us/category.asp?linkcatid=783&linkid=135&locid=4,--
University of Wisconsin-Milwaukee,2016-03-23,2016-03-23 09:34:33,knelson6@uwm.edu,2.0,Pursuing,6483186.0,6483186.0,"All campus and UWM Foundation buildings utilize the MetaSys energy management system and all occupied building space is managed to meet ASHRAE Standard 90.1-2007, State of Wisconsin Sustainable Facility Standards, and guidelines for state managed buildings. The work order system is currently used to document and address any HVAC and air quality issues.",ftp://doaftp1380.wi.gov/master_spec/Sustainable%20Facilities%20Standards/Sustainable%20Facilities%20Standards.pdf,--
University of Wisconsin-Oshkosh,2016-03-25,2016-03-25 23:41:24,kermathb@uwosh.edu,2.0,Pursuing,3132339.0,3132339.0,"The campus follows the State of Wisconsin Building Tenant Manual: Rules and Information for State Agency building Occupants in State Owned and Managed Buildings and Facilities.  These rules state that “IAQ procedures are essential to a safe and healthy workplace environment"" and establish policies that include:
o Building occupants should report a potential IAQ problem to the building management office and describe the IAQ complaint and its effects on the employee and colleagues.  
o Each building occupant IAQ complaint will be recorded on a Building Incident Log Form.
o The Building Manager, or a qualified building management staff member, will go to area of IAQ concern.  
o Building occupants in the complaint area will be interviewed and statements recorded on the log form.  
o The complaint area will be checked for potential IAQ problems and the results recorded on the log form.  
o If Building Management is unable to determine the IAQ problem by observation, mechanical equipment will be checked for proper operation and adjacent areas will be investigated as potential sources of the IAQ problem.  Testing for potential contaminants may also be initiated.  
o The complaint area will be checked for potential IAQ problems and the results of the investigation will be forwarded to building occupants of the IAQ investigation area until the situation has been resolved.

The state Department of State Facilities maintains Sustainable Facilities Standards during construction and before occupancy, including non-smoking standards, daylight views, future problem prevention. (ftp://doaftp04.doa.state.wi.us/master_spec/Sustainable Facilities Standards/Sustainable Facilities Standards.pdf)

UW System provides Indoor Air Contaminants Employee Exposure Limits )
",http://doa.wi.gov/Documents/DFM/Building%20Tenant%20Manual%20Updated%20January%202013.pdf,--
University of Wisconsin-Platteville,2016-02-29,2016-02-29 14:16:07,seebotha@uwplatt.edu,2.0,Pursuing,2244485.0,2244485.0,"Wisconsin Executive Order 145 requires a minimum indoor air quality approaches to construction and minimal ventilation requirements for indoor environmental quality that meet the current version of ASHRAE, now ASHRAE 62.1- 2004 Ventilation for Acceptable Indoor Air Quality.

The campus is mindful of all ASHRAE standards and sets building HVAC systems accordingly. The Division of Facilities Development (DFD) sets forth the policies for state owned facilities. The requirements cover ventilation, tobacco smoke, low-emitting materials, chemical and pollutant source control, daylight and views.",ftp://doaftp1380.wi.gov/master_spec/Sustainable%20Facilities%20Standards/Sustainable%20Facilities%20Standards.pdf,--
University of Wisconsin-Stevens Point,2016-01-28,2016-01-28 12:01:56,sjanowsk@uwsp.edu,2.0,Pursuing,2435166.0,2435166.0,"Indoor Environmental Quality Requirements-Minimum IAQ Performance
Establish minimum indoor air quality (IAQ) performance to prevent the development of indoor air quality problems in buildings, thus contributing to the comfort and well-being of the occupants.
Requirements: Meet the minimum requirements of Sections 4 through 7 of ASHRAE 62.1-2004, Ventilation for Acceptable Indoor Air Quality, and approved Addenda using the Ventilation Rate Procedure.
The requirements cover ventilation, tobacco smoke, low-emitting materials, chemical and pollutant source control, daylight and views.",ftp://doaftp1380.wi.gov/master_spec/Sustainable%20Facilities%20Standards/Sustainable%20Facilities%20Standards.pdf,--
University of Wisconsin-Stout,2016-03-25,2016-03-25 10:48:44,rykals@uwstout.edu,2.0,Pursuing,2533913.0,2533913.0,All buildings on campus have an air quality management plan and are monitored daily by a technician using our Johnson Controls Metasys system. Occupants can place a work request for any mechanical issues in their building (including air quality issues) through the iServiceDesk system on UW-Stout’s website.  ,http://www2.uwstout.edu/content/bpa/planning/spgretreat/2006/plan07.pdf,Information provided by Physical Plant 
University of the Pacific,2016-03-23,2016-03-23 15:39:00,seller@pacific.edu,2.0,Pursuing,2018731.0,2018731.0,"HVAC Air Filteration Program. Preventative maintenance involving air filter checking and or changing, with associated cleaning of filter racks or filter grills on either a monthly or quarterly basis. A complete Air Filter Inventory is maintained at Support Services HVAC Department. There are two HVAC service techs whose primary responsibility is to maintain air filter cleanliness. All occupied buildings office spaces and conference rooms have an Energy Management system that start their air handling equipment a minimum of 30 minutes before occupancy to pre-flush the building air with fresh filtered ventilation air. Dormitory air handling unites operate 24/7 when occupied with students. All building air handling units employ a combination of measured or digitally controlled CO2 and temperature controlled ventilation damper systems providing fresh, filtered outside air. Any and all odor or smells are immediately addressed to determine the cause and then rectified. A work order is created by the Universities FAMIS service request system to track any concerns. The resources of an Industrial Hygienist are available if necessary to sample air or room surfaces.",http://www.pacific.edu/Documents/business/physical_plant/Indoor%20Air%20Quality%20Jan%202016.pdf,Gross floor area reduced in amount due to the removal of A.A. Stagg Stadium in FY 2015. 
Vanderbilt University,2016-03-21,2016-03-21 10:46:14,andrea.george@vanderbilt.edu,2.0,Pursuing,18600000.0,19200000.0,"Vanderbilt has an Indoor Air Quality (IAQ) management program, which consists of chemical, mold and moisture, and noise monitoring, through Vanderbilt’s Environmental Health and Safety Department and their staff Certified Industrial Hygienists (CIHs).  Spaces are evaluated with respect to indoor air quality on a routine and as requested basis.  ",http://www.safety.vanderbilt.edu/osha/indoor-air-quality.php,--
Vassar College,2016-03-10,2016-03-10 19:47:32,alihall@vassar.edu,2.0,In Progress,--,--,--,--,--
Villanova University,2016-03-21,2016-03-21 13:11:34,liesel.schwarz@villanova.edu,2.0,Pursuing,--,3388257.0,"Villanova Facilities has a open request line for maintenance and specific complaints, and work requests are monitored through completion of the task.  However, facilities does not do routine testing, and many of the older buildings still have original HVAC systems. All buildings are monitored for temperature, but only a handful of the newer buildings have the ability to monitor humidity or other IAQ parameters.",http://www1.villanova.edu/villanova/fmo/ehs/services.html,--
Virginia Commonwealth University,2015-07-24,2015-07-24 09:33:14,eestanforth@vcu.edu,2.0,Pursuing,10802833.0,10802833.0,"Indoor air quality is managed at VCU by a coordinated effort among building occupants, facility coordinators for each building, physical plant workers and Environmental Health and Safety staff. Preventative Maintenance of HVAC equipment is part of the ongoing facility maintenance program, with specific buildings 24/7 monitoring of HVAC system parameters. The PM system provides a proactive and measurable way to ensure systems are kept in top working condition. Along with HVAC system, items that can help cause IAQ issues such as moisture are tracked, i.e. roofs, windows, doors, drains, etc. A work order system that is available to all VCU constituents is used to accept, schedule plan and respond it IAQ and other HVAC system related issues. The system allows for tracking of issues and allows VCU to have a record of issues and problems in specific areas so problems can be addressed in the most appropriate manner. At the request of concerned occupants, Environmental Health and Safety staff take the lead on responding to specific complaints, in close coordination with physical Plant and occupants and produce a written report, take appropriate samples, etc. Smoking is not allowed within 25 feet of university buildings.  ",http://www.vcu.edu/oehs/,"VCU has a very extensive Asbestos control program with specific procedures.  http://www.vcu.edu/oehs/chemical/abplan.pdf

"
Warren Wilson College,2016-03-21,2016-03-21 15:30:07,aclimo@warren-wilson.edu,2.0,Pursuing,671331.0,671331.0,"Before any construction on an existing building or whenever a complaint is filed, air quality tests for asbestos, lead, mold, and radon are conducted. Indoor air quality manuals are kept for every building on campus to document LEED standards as well as air quality test results.",http://www.warren-wilson.edu/sustainability/green-living/wwc-green-initiatives,--
Wartburg College,2015-04-27,2015-04-27 09:08:39,anne.duncan@wartburg.edu,2.0,Pursuing,1032720.0,1032720.0,"Indoor Air Quality reports are coordinated through our campus security director, who is also responsible for campus safety. The director works closely with maintenance staff, located in each building. Anyone who has a complaint or concern about air quality contacts his or her building maintenance staff. The staff evaluates the cause and contacts the security office to proceed, as needed. A majority of indoor air quality issues are connected to a maintenance issue, and can be handled by the staff. The IAQ is evaluated informally at least weekly by the staff. Monthly they inspect each room, also evaluating IAQ, along with other maintenance issues.",--,--
"Washington State University, Pullman",2016-03-25,2016-03-25 18:59:33,slkane@wsu.edu,2.0,Pursuing,11226224.0,11226224.0,"Generally, Indoor Air Quality (IAQ) concerns and odors are caused by floor drains and sink traps that are dry; laboratory activities performed outside a fume hood; chemical spills, smoking, and construction activities (e.g., painting, sealing and welding). Occupational Health & Safety investigates IAQ concerns and odors.",http://ehs.wsu.edu/ohs/IndoorAirQuality.html,--
Washington University in St. Louis,2016-02-29,2016-02-29 19:42:10,valko@wustl.edu,2.0,Pursuing,10994093.0,12215659.0,The University strives to exceed ASHRAE guidelines regarding occupant comfort through the use of Johnson Controls (and other vendors) DDC technology.  This is achieved through monitoring and control of the majority of campus square footage according to temperature and humidity and in some cases carbon dioxide. ,--,--
Weber State University,2016-01-13,2016-01-13 14:17:08,jenniferbodine@weber.edu,2.0,In Progress,--,--,--,--,--
Wellesley College,2016-01-12,2016-01-12 12:03:37,pwilloug@wellesley.edu,2.0,Pursuing,2531344.0,2539500.0,"The college closely monitors the air quality in each building and quickly responds to air quality complaints. Smoking is not allowed within college buildings or in close proximity to ventilation systems. The college prohibits hazardous chemical use without proper training, authorization, and equipment. 

July 2011- Environmental Health & Safety ___________________________________________________

Description:
The College recognizes the impact that indoor air quality (IAQ) has in the workplace. In an effort to provide the community with the optimum level of indoor air quality, the Environmental Health and Safety Office has developed an indoor air quality program. The objectives of this program include the following:
- Prevent illness and adverse health symptoms associated with poor indoor air quality
- Respond to indoor quality complaints effectively and to make recommendations for improvement;
- Maintain indoor air quality within acceptable levels according to consensus guidelines.

Overview:
The Office of Health and Human Services with the MA Department of Public Health states “indoor air quality problems generally fall into three general categories:
1. Heating, ventilating, and air-conditioning (HVAC) operations;
2. Indoor microbial growth indoors
3. Indoor/outdoor sources of respiratory irritants/vapors/gases/particulates.”

Specific regulations have not been developed for IAQ in the workplace, however, EHS does consider recommendations from the American Conference of Governmental Industrial Hygienists, the American Industrial Hygiene Association and the American Society of Heating, Refrigeration and Air Conditioning. We also use OSHA and EPA regulations and guidelines.
Symptoms that can be associated with poor indoor air quality include irritation of the eyes, nose, and throat; headaches; dizziness; and rashes. Additionally, according to OSHA, poor indoor air can be linked to muscle pain and fatigue, asthma, hypersensitivity and pneumonitis.

IAQ Investigation
Early identification is important for addressing indoor air quality. Occupants with IAQ concerns should submit an IAQ Questionnaire available on line to the EHS Office. Be sure to notify your supervisor of the situation. Phase I Assessment The first step in a typical IAQ investigation is a Phase I or preliminary assessment. Phase I assessments include interviewing occupants using an employee questionnaire and occupant diary and performing a walk-through inspection of the building or area of complaint. The questionnaire is used to obtain information about the nature of the employee complaints and symptoms and also to determine the magnitude of the problem.

During the walk-through, building ventilation systems are evaluated and potential sources of contamination are identified. If the immediate cause or source cannot be found, a Phase II assessment is required. Phase II Assessment During a Phase II assessment, common indoor air quality parameters including temperature, relative humidity, and carbon dioxide levels are measured. Phase III Assessment A Phase III Assessment is performed when a definitive cause for the symptoms cannot be determined during the Phase II Assessment of the investigation. Phase III Assessments consists of extensive and more specific monitoring and sampling for chemical and/or microbial contaminants. Environmental Health and Safety often contracts Phase III Assessments to Professional Indoor Air Consultants.

IAQ During Construction and Renovation Projects
Construction and renovation projects present a variety of situations which may release contaminants and pollutants that can impact the IAQ of a building. They may be transported to other areas via the heating, ventilation and air conditioning system and affect populations beyond the immediate project area. Advance planning by Project Managers, appropriate contract language, material review and selection, and effective control strategies combined with proactive communication can successfully control pollutant levels, allay concerns, and maintain occupant comfort during and after construction activities.

Prevention
Many IAQ issues can be avoided. Timely maintenance, building repair and the rapid response to water intrusion into a building can prevent an issue from occurring. Occupants also have a responsibility to report situations and to use buildings as designed. Other ways to maintain a healthy environment include: No smoking in College buildings or in close proximity to building ventilation systems (e.g. an air intake). Prohibition of hazardous chemical use without proper training, authorization and equipment. Many experts suggest the use of common house plants to remove contaminants from indoor air.
The EHS Office is available to work with building occupants, maintenance and project managers to control and or eliminate contaminants, sources and hazards that may impact IAQ.",http://www.wellesley.edu/safety/programs/air_quality_indoor,--
Wells College,2016-02-26,2016-02-26 16:59:40,mbrown@wells.edu,2.0,Pursuing,577747.0,577747.0,"The institution's Chemical Hygiene Plan covers operations in the laboratories in the Stratton Hall science building. This plan requires that potentially hazardous chemicals be utilized inside laboratory fume hoods - these fume hoods maintain positive air pressure to ensure room ventilation is maintained at proper levels for laboratory buildings and indoor air quality standards are maintained. The fume hoods feature alarms to indicate any problems with air flow. This training and reference document covers what to do in the event of emergencies like spills,or overexposure to hazardous materials, emergencies and to whom to report those emergencies. This training - and the reference guide - is provided in advance to all staff, faculty and students working in and around laboratory areas in Stratton Hall. 

The Facilities maintenance division utilizes only no- or low-VOC paints and finishes in its work on campus. Facilities adheres to Environmental Health and Safety regulations and practices as outlined in the Environmental Health and Safety Policy, the Hazard Communication Program, and the Fire Prevention Plan. Training is provided for Facilities staff on all these plans. ",https://global.wells.edu/ICS/Faculty_and_Staff/Environmental_Health__Safety.jnz,--
Western Michigan University,2016-02-24,2016-02-24 12:21:41,jeffrey.spoelstra@wmich.edu,2.0,Pursuing,3365757.0,8000000.0,WMU's IAQ management program includes all campus buildings that have one form or another of IAQ monitoring.  All campus buildings are served by the Bronco Fix-it work order system that allows building occupants to register complaints.,http://www.fm.wmich.edu/index.php/download_file/-/view/2459,--
Western State Colorado University,2016-02-16,2016-02-16 19:23:15,bmoran@western.edu,2.0,Pursuing,1000225.0,1102013.0,"Indoor air quality is monitored by our energy management system program. CO2 sensors for air quality control are installed in all buildings, as well as smoke detectors. We maintain a differential CO2 level between return air and outside air of 400 PPM. Also, maintaining positive building pressure is important. TMA facilitates user response and corrective activity. ",--,--
Western Washington University,2016-02-29,2016-02-29 19:39:21,seth.vidana@wwu.edu,2.0,Pursuing,3400717.0,3460717.0,"Typically, indoor air quality concerns get routed to FM Work Control or EHS.  An individual from FM and/ or EHS are dispatched to investigate during office hours.  EHS records the incident and takes action accordingly.  During non-business hours, concerns are reported to University Police Dispatch who then make appropriate contacts with either FM and/or EHS.  For more complex issues, the EHS Director engages various stakeholders in order to determine the best approach for resolution, which sometimes can result in a budget request.  University Communications is also engaged to support communication to the campus community as needed.
",http://www.wwu.edu/ehs/EHS_files/safetyinfobook/03policyReformatted.pdf,--
Westminster College,2016-02-25,2016-02-25 14:15:48,kcase@westminstercollege.edu,2.0,Not Pursuing,--,--,--,--,--
Wilfrid Laurier University,2015-12-22,2015-12-22 11:30:55,cbennett@wlu.ca,2.0,In Progress,--,--,--,--,--
Williams College,2016-03-23,2016-03-23 08:23:41,mae3@williams.edu,2.0,Not Pursuing,--,--,--,--,--
Worcester Polytechnic Institute,2016-03-21,2016-03-21 14:52:47,ltomasz@wpi.edu,2.0,Pursuing,--,2394471.0,"While WPI does not have a comprehensive IAQ plan, it does have a mold management plan establishing procedures for preventing and remediating mold problems. ",http://www.wpi.edu/offices/safety/moldmanagement.html,--
