Institution,Date Submitted,Last Updated,Liason Email,Version,Status,"Total energy consumption (all sources, transportation fuels excluded), performance year",Total clean and renewable electricity generated on site during the performance year and for which ...,Clean and renewable energy from the following sources:,A brief description of on-site renewable electricity generating devices ,"Non-electric renewable energy generated on-site, performance year (Option 2)",A brief description of on-site renewable non-electric energy devices,Total clean and renewable electricity generated by off-site projects that the institution catalyzed ...,"A brief description of off-site, institution-catalyzed, renewable electricity generating devices",Total third-party certified RECs and similar renewable energy products purchased during the ...,A brief description of the RECs and/or similar renewable energy products,The website URL where information about the institution's renewable energy sources is available,Public Notes
University of Massachusetts Amherst,2015-12-17,2015-12-17 14:45:25,esmall@facil.umass.edu,2.0,Pursuing,2071653.0,54.0,**,"The UMass Research Farm in South Deerfield is a 358-acre agronomy and vegetable farm that conducts research on ethnic and other vegetable crops, agronomic and bioenergy crops, organic agriculture and pasture. The farm has a student-run vegetable project and also trains students in artificial insemination of cattle. Faculty, extension staff, and graduate students conduct applied research and are assisted by talented technicians, field staff and undergraduate students. Since the spring of 2010, it has also been home to a 106-panel, 25 kilowatt PV project.
It has received support from the Massachusetts Society for Promoting Agriculture, Center for Agriculture, UMass Facilities, the Massachusetts Clean Energy Center (MassCEC) and Massachusetts Department of Agricultural Resources. The effort represents a public-private partnership with Berkshire Management Group and Diversified Construction Services, LLC. joining in to bring this demonstration project to its current stage..
These systems are placed either on non food-producing soils, marginal soils, dedicated centralized towers, or sloping roof structures that allow land use underneath or can also serve as storage facilities.
The research project has three goals.  First, it examines and documents the results of implementing ground-mounted solar energy technology on farm land, while simultaneously producing a crop. It also is designed to produce an electric power source to offset power usage at the research farm. Finally, the project will demonstrate how this type of PV can be implemented by a farm in a cost effective manner.
UMass Amherst raised funding for this effort from a combination of sources, including the Massachusetts Society for Promoting Agriculture, UMass Extension Center for Agriculture, the Massachusetts Clean Energy Center (MassCEC) and DAR. Two private sector interests are also participating, including Berkshire Management Group Director Michael Lehan and David Marley, manager of Diversified Construction Services, LLC.",--,,--,,--,,http://www.umass.edu/sustainability/green-campus/solar-array-umass-research-farm,See internal notes for data methodology.
University of Massachusetts Lowell,2016-02-04,2016-02-04 11:33:01,Tyler_Arrigo@uml.edu,2.0,Pursuing,451554.0,--,**,"UMass Lowell generated 227,159 kWh onsite from solar PV in FY14 but did not retain the environmental attributes. 
The following is a list of solar photovoltaic (PV) projects: 

Solar PV arrays at Costello – 336 panels (59 kW)
Bourgeois – 220 panels (38.4 kW)
Dugan – 396 panels (69 kW) 
Leitch - 220 panels (38.4 kW)
",--,NA,--,"UMass Lowell does have a net metering credit purchase agreement for 15.9 MW solar PV in Westford, Millbury, Warren and Hubbardston but does not retain the associated environmental attributes.",--,NA,http://www.uml.edu/Sustainability/Climate-Action-Plan/Energy.aspx,"Information about UMass Lowell's renewable energy sources is available at the following website:
http://www.uml.edu/Sustainability/Energy.aspx  


"
University of Michigan,2016-01-11,2016-01-11 15:37:34,ahorning@umich.edu,2.0,Pursuing,7636595.0,--,**,,--,,--,,32520.0,U-M purchases RECs through the DTE Green Currents program from energy created by two wind turbines in northern Michigan.,http://sustainability.umich.edu/content/u-m-holds-line-energy-use-despite-significant-campus-growth-0,--
"University of Minnesota, Duluth",2016-02-26,2016-02-26 14:48:08,mgranley@d.umn.edu,2.0,Pursuing,136380.0,38.0,**,"UMD has two solar photovoltaic installations:  one 5.8 array is located on top of Malosky Stadium and a 5.6 kW mounted on the Bagley Outdoor Classroom.

Malosky: In summer of 2008, 28 Sharp Solar Modules rated 208 Watts each, were installed on top Malosky, for a total of 5,800 Watts of electric power capacity. http://www.d.umn.edu/solar/

Bagley: A grid-tied 6kW solar array was mounted on the exterior wall of the Bagley Classroom to help reduce the building's non-renewable energy needs to almost nothing over the course of a year. 
http://www.d.umn.edu/sustain/green_buildings/ee_bagley.html",--,,--,,--,,https://umdsustain.wp.d.umn.edu/campus-initiatives/energy/solar/,--
"University of Minnesota, Morris",2016-02-24,2016-02-24 11:28:50,good0044@morris.umn.edu,2.0,Pursuing,143349.0,17197.0,**,"We obtain 60% of our electricity from two 1.65MW Vestas wind turbines. Morris owns all of the renewable energy credits for the power it consumes from both of these turbines. In addition, there are two photovoltaic panels near the Science building and a back pressure steam turbine in the biomass plant, which also makes electricity. There is also a 20kW solar PV system at Green Prairie Community. ",21061.0,"The recreational pool at our Regional Fitness Center (RFC) is heated by an array of 32 flat-plate solar thermal panels. This array is estimated to produce about 280MBtu per year. In addition, Morris has a biomass gasification plant that provides heating and cooling at Morris.",--,,--,,http://www.morris.umn.edu/sustainability/renewable/,"Data from the 20kW array can be viewed here:
http://egauge13797.egaug.es/"
"University of Minnesota, Twin Cities",2016-03-03,2016-03-03 17:48:31,stennes@umn.edu,2.0,Pursuing,3818594.0,--,**,"The University of Minnesota, Twin Cities has a 38.4 kilowatt solar array on the roof of the University Office Plaza Building (2221 University Avenue). The campus’s second solar array reduces CO2 emissions, provide research opportunities and promote clean energy technology, research and development. It is expected to generate 3.8% of the building’s electricity (approximately 45,800 kilowatt hours per year) and reduce emissions by 38 metric tons of carbon dioxide per year. The RECs are not owned by the University, but have been retained by the investor owned utility, Xcel, and are retired on the behalf of utility customers.

The panels are equipped with technology that allows for remote monitoring of individual panel performance.  In addition, a meteorological station was installed on the roof to provide information about weather and its impacts on the solar array.  Data from these systems will aid campus research and be made public on a website in the future.
 ",--,,--,,--,,http://italladdsup.umn.edu/energy/index.php,--
University of Missouri,2015-05-01,2015-05-01 15:33:42,raghavans@missouri.edu,2.0,Pursuing,2848556.0,181341.0,**,"Biomass Fueled Boiler and Auto Extraction Steam Turbine Electric Generator – 14 MW
Wind Turbine – 20 KW
Solar PV Panels – 36.35 KW
",415752.0,"Biomass Fueled Boiler - A solar thermal hot water system installed at MU’s cogeneration facility collects thermal energy from the sun to heat makeup water for the plant’s boilers. This system  includes both evacuated tube solar thermal panels, and emerging technology concentrated solar thermal panels. The solar thermal system provides additional renewable energy for MU and serve as an educational tool for MU students and faculty.
",67455.0,10MW - Wind Power from Next Era,--,None,http://www.cf.missouri.edu/energy/em_renewable/index.html,Figures ascertained directly from Campus Facilities-Energy Management Department.
"University of Missouri, Kansas City",2016-02-17,2016-02-17 12:08:16,johnstonrk@umkc.edu,2.0,Pursuing,802679.0,225.0,**,"2 25kWh solar arrays each on Flarshiem Hall and Student Union in 2013 each general 33,000kWh according to partner Kansas City Power and Light (KCPL).",--,,--,,--,,--,--
University of Mount Union,2016-01-13,2016-01-13 13:05:26,mcclauca@mountunion.edu,2.0,Pursuing,263508.0,208.0,**,Rooftop photo voltaic arrays on MACC (field house) and student center,--,,--,,--,,--,--
University of Nebraska - Lincoln,2016-02-25,2016-02-25 15:44:57,pshrestha3@unl.edu,2.0,Pursuing,578904.9087,--,**,36KW solar power installation on UNL's Animal Science building. ,--,UNL uses earth-coupled heat pumps on a variety of campus buildings including research labs and residence halls. ,--,,351618.8506,"492,408 MMBtu hydro electricity purchased from Western Area Power Administration
383 MMBtu wind-generated electricity (included in Lincoln Electric System mix)",http://uem.unl.edu/,--
University of Nebraska at Omaha,2016-02-19,2016-02-19 11:12:33,slburke@unomaha.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--
University of New Hampshire,2016-03-25,2016-03-25 21:53:56,colleen.flaherty@unh.edu,2.0,Pursuing,897625.3,--,**,"None.  We have a campus co-generation plant, powered by landfill gas, which supplies the vast majority of our electric needs.",502346.0,"As mentioned above, EcoLine, a landfill gas pipeline constructed by NH in partnership with Waste Management, is the primary fuel source for the on-campus COGEN plant for heating, cooling and electricity. 
UNH sells REC's for the electricity generated off our EcoLine landfill gas pipeline into our cogeneration plan - we don't purchase them. We use the funds generated to finance the EcoLine project and to reinvest in our revolving energy efficiency fund on campus. 

We retain the rights to the environmental attributes of the thermal energy generated.  

http://sustainableunh.unh.edu/ecoline

We also have a small solar thermal installation on campus.",--,"While we do not retain the RECs--we are using a renewable resource for our electricity.  For the small portion of our electric needs that does not come from our cogeneration plant, we recently went to market with an RFP for 3-4 mWh's annually for renewable energy.  In 2015 we began partnering with a small local hydro provider; the contract with UNH (including the stipulation that the RECs would be sold) helped make it viable to expand the production at the small local dam we are using. 

For the bulk of our electricity we use our cogen plant, fueld by the EcoLine landfill gas pipeline.  This is a 12.7 mile underground pipeline that delivers purified methane gas from Waste Management's nearby Turnkey Recycling and Environmental Enterprise (TREE) landfill facility in Rochester. The landfill methane gas is collected from 300 wells in the landfill, purified, and then piped to the on-campus Co-Generation Plant (COGEN). The landfill gas replaces commercial natural gas as the primary fuel in UNH’s COGEN plant. Construction on the EcoLine project began in 2007, and in April 2009 the pipeline came online to begin delivering up to 85% of the campus' energy needs. UNH is the first university in the country to use landfill gas as its primary fuel source.

EcoLine cost an estimated $49 million - all internally-funded - with an anticipated payback within 10 years of the project. Both the COGEN plant and the landfill gas projects were financed by the campus through borrowing.",--,,http://www.sustainableunh.unh.edu/ecoline,"UNH sells REC's off our EcoLine landfill gas pipeline into our cogeneration plan. We use the funds to finance the EcoLine project and to reinvest in our revolving energy efficiency fund on campus. As a result, we cannot claim all of the greenhouse emissions reductions from our production and use on campus of renewable energy as someone else is ""buying"" this right. In the end, though, UNH is reducing emissions, helping others to do so, and our state and region meet its renewable energy and climate change goals.

http://sustainableunh.unh.edu/ecoline"
University of North Carolina at Chapel Hill,2016-03-14,2016-03-14 14:57:57,cpshea@fac.unc.edu,2.0,Pursuing,2587571.0,21551.0,**,"Photovoltaic Panels at the NC Botanical Garden- 
84 photovoltaic panels(14kW)  generate nearly 8% of the building’s electricity from sunlight. PV panels (6 kW) on the Bell Tower Parking Deck generate enough electricity to illuminate the stairwells.

A 1,000 kilowatt generator at Carolina North converts gas from the Orange County landfill into electricity for the grid. The University sells the electricity to Duke Energy and plans to ultimately use the waste heat for buildings at Carolina North.

In 2015, additional photovoltaic panels (20 kW) were installed on the Graham Memorial Student Union.",290.4,"Solar Thermal Panels at Morrison Residence Hall- 172 panels mounted on the roof of all four building wings provide heat to the domestic hot water and building heating system. The residence hall’s plumbing system draws first on solar-heated water from a 6,000 gallon storage tank and adds steam-heated water when needed.

Geothermal wells at NC Botanical Garden- geothermal wells provide efficient heating and cooling. Twenty-six wells are 500 feet deep, four wells are 400 feet deep, and four wells are 100 feet deep. More than five miles of loop “plumbing” brings the earth’s 55 degrees Fahrenheit temperature to the surface. 
",--,,--,,http://www.energy.unc.edu/,performance year is FY 2014-15
"University of North Carolina, Greensboro",2016-01-26,2016-01-26 15:33:19,cgcarwei@uncg.edu,2.0,Pursuing,629536.0,14.8,**,UNCG installed its first on-site solar PV modules in July 2013.  This is a 3.1 kW system mounted on the university's sports turf maintenance shop.,--,,--,,--,,http://facsustainability.uncg.edu/turf-shop-solar-module/,--
"University of North Carolina, Wilmington",2016-02-29,2016-02-29 14:29:32,pohlmank@uncw.edu,2.0,Pursuing,406742.0,--,**,n/a,2000.0,The Student Recreation Center has solar panels that are used pool heating.,--,n/a,--,n/a,--,--
University of Oregon,2016-03-23,2016-03-23 11:01:58,smital@uoregon.edu,2.0,Pursuing,414991.7,252.8,**,"The UO has five buildings that generate PV solar electricity: our Facilities Warehouse, the Erb Memorial Union (~3KW), the Lillis Business Complex (~44KW) and the Student Recreation Center and Outdoor Program Barn (~11KW). ",--,"There are solar hot water heaters on the roof of the Living Learning Center, Gerlinger Annex, and the HEDCO Education Building. Approximately 3500 gallons/year of used fryer oil from UO kitchen gets picked up by Sequential and turned into biodiesel.",--,"While the UO does buy energy from the Eugene Water and Electric Board (EWEB), and a large portion of their energy portfolio is from hydro-power and wind (forms of renewable energy), the off-site hydro-power and wind (clean and renewable energy sources) are not produced specifically for the UO, so we cannot claim points for this portion of the credit.",2.39,Recs purchased from Blue Sky Power.,https://enlighten.enphaseenergy.com/pv/public_systems/Q225221545,"Furthermore: Eugene Water and Electric Board has a mix of renewable energy that is roughly 75% renewably sourced and accounts for 220121.63 MMBTU from purchased electricity that is renewably sourced but due to the wording of this question cannot be counted. 

(Option 3): The institution developed a bulk solar purchasing program to benefit UO staff and non-staff community members (contracts signed to date total $1.2 million, on 75 homes, 300KW that will be installed), but decided to forego the ""environmental attributes"" credits because the cost/benefit ratio to obtain those credits. (Option 4): While the UO does buy energy from the Eugene Water and Electric Board (EWEB), and approximately 90% of its energy portfolio is from hydro-power and wind (forms of renewable energy), the off-site hydro-power and wind (clean and renewable energy sources) are not produced specifically for the UO, so we cannot claim points for this portion of the credit. Additionally, we installed a 10KW wind turbine at our satellite campus-Oregon Institute of Marine Biology (OIMB) in December of 2014.  Its production is not included because it was not operating during the GHG performance year. Other websites: https://business.uoregon.edu/lillis-complex and https://uorec.uoregon.edu/facilities/expansion/ and http://pages.uoregon.edu/ecostudy/elp/energy/Conservationprojects.html"
University of Pittsburgh,2016-03-24,2016-03-24 12:58:55,lwzfm1@pitt.edu,2.0,Pursuing,1787904.0,10.0,**,"The University recently installed solar arrays on the roof at the School of Engineering.  The installation is primarily for teaching and research purposes, but generates a small amount of electricity that is used in the building. ",--,,--,,11389.0,"Purchased renewable energy credits as follows:

Green Mountain, wind energy, 3,194 MMBtu total for two year purchase. Contract awarded 5/8/2013.

Green Mountain, wind energy, 5,841 MMBtu total for 2 year purchase. Contract awarded 12/13/2013.

Renewable Choice Energy, 9,108 MMBtu total for 2 year purchase.  Contract awarded 8/12/2013. 

Green Mountain, wind energy, 3,617 MMBtu for two year purchase.  Contract awarded 2/12/2014.

Renewable Choice Energy, wind, solar, low-impact hydro, biomass, 1,023 MMBtu for two year purchase.  Contract awarded 9/29/2015",--,--
University of Richmond,2016-02-17,2016-02-17 15:17:36,randreje@richmond.edu,2.0,Pursuing,358077.9,150.0,**,"Photovoltaic solar panels are installed on apartment building serving one apartment. The array is capable of providing 2kW under ideal solar conditions and is estimated to produce 2 kWh annually. Each of the ten solar panels in the array has a micro inverter that isolates it from the rest of the array, which is beneficial during overcast conditions. ",--,A solar hot water collector system was installed for one apartment. The system is capable of heating water 18 gallons/hour at 100 degree increase in temperature. The system has dedicated Btu meter to measure actual solar energy harvested. ,--,,12825.0,"The University began purchasing Renewable Energy Credits in Fall 2012. The University purchases 2034 blocks of green energy monthly, which at 154 kWh each, corresponds to a total of 3,758,832 kWh annually.",http://sustainability.richmond.edu/operations/solar.html,--
University of South Carolina,2016-02-29,2016-02-29 17:11:41,KOPPAN@mailbox.sc.edu,2.0,Pursuing,1493579.0,50.0,**,"2 X 5 KW Fuel cells for lighting at the baseball stadium and Green Quad Dorm
5 KW solar PV for the baseball stadium
26 KW solar covered walkway at the Blatt PE Center",--,,--,,--,,--,--
University of South Florida,2016-02-26,2016-02-26 13:29:36,sustainability@usf.edu,2.0,Pursuing,540180.0,111.0,**,The USF Solar Initiative was one of the first student led projects funded through the newly adopted Student Green Energy Fund (SGEF) at the University of South Florida (USF). The project funded a 15-kW solar panel system on the Marshall Student Center (MSC) and an additional 8.82-kW solar system on the MSC Amphitheatre. An educational interactive display was also funded that would be able to showcase all SGEF and sustainability projects on campus.,--,n/a,--,n/a,--,REC have not been purchased since 2013,https://www.nwf.org/~/media/9E7091DE529B4BD5A47B0D801D459E2E.ashx,--
University of South Florida St. Petersburg,2016-03-25,2016-03-25 22:59:31,davidv@mail.usf.edu,2.0,Pursuing,59648.81,440.18,**,"USFSP has several PV systems on campus. Our largest is a 100kW array (paid for by a $1M Duke Energy grant) on top of our parking facility, which produced 126,264 kWh in 2015. Our second largest array, also a Duke Energy collaboration, produced 2,920 kWH in 2015. Additionally, we have many smaller PV systems, such as our solar umbrellas along our waterfront where students can charge their electronic devices, and the off-grid system that illuminates our bull statute that is the centerpiece of our central campus promenade.",--,N/A,--,"As part of our emissions and consumption reduction planning, USFSP is currently engaged with our energy utility, Duke Energy Florida, to explore ways to generate renewable energy off-site.",--,N/A,https://www.usfsp.edu/home/2015/05/22/usf-st-petersburg-duke-energy-unveil-solar-battery-project/,--
University of Tennessee at Knoxville,2016-02-23,2016-02-23 11:20:23,prestonj@utk.edu,2.0,Pursuing,749087.03,136.0,**,Solar panels at the Ag and Music Buildings on campus.,--,,--,,311774.2,UT Knoxville purchases blocks of certified Green-e® renewable energy certificates (RECs) through the TVA/KUB Green Power Switch Program	,--,--
University of Texas Rio Grande Valley,2016-01-25,2016-01-25 15:02:51,Marianella.Franklin@utrgv.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--
University of Texas at Arlington,2016-02-26,2016-02-26 12:36:26,mtare@uta.edu,2.0,Pursuing,709279.0,1692.0,**,385 KW carport mounted grid-tied PV generation,--,385 KW carport mounted grid-tied PV generation,--,35% of electricity used in new 229ksf research building is under green power agreement as required for appropriate LEED credit.,--,None.,--,--
University of Texas at Austin,2016-03-21,2016-03-21 16:14:51,jim.walker@austin.utexas.edu,2.0,Pursuing,3729889.0,2656.7,**,"There are several locations on campus where electricity is generated from solar power and fed into the campus grid. These are: 1) Facilities Complex Bldg # 3 (FC3) -  2) Manor Garage (MAG) - 3) Pickle Research Campus (PRC).  A separate site uses solar power to produce hot water at Norman Hackerman Building (NHB).  
",523.5,The NHB solar thermal system is the Apricus AP-30 evacuated tube system and consists of 36 5-panel banks. The heated water goes to the reheat coils in the VAV terminal units.,--,,--,,http://www.utexas.edu/facilities/sustainability/energy.html,"Other website: http://www.webberenergygroup.com/solar/
For the purposes of reporting data on this credit, the performance year is fiscal year 2012-2013, i.e. September 1, 2012 to August 31, 2013. "
University of Texas at Dallas,2016-02-29,2016-02-29 18:13:00,thea.junt@utdallas.edu,2.0,Pursuing,326262.0,1122.0,**,"UT Dallas has a 220 kw photovoltaic system in the form of a parking canopy on the top floor of Parking Structure 1. These units were installed during the initial construction in 2012. In FY 15, 328,983 kwh electricity was generated. A number of other renewable energy sources are on-campus as part of research and academic projects. For example, a 4kw solar, 2kw solar, and a 300w vertical axis wind turbine.

",--,UT Dallas has a solar-thermal hot water heating system on the Student Services Building. The hot water is used throughout the building lavatories.,--,,25.0,"The Student Service Building, the Edith O’Donnell Arts & Technology Building, and the Living Learning Center Phase 4 have utilized REC’s pursuant to 100% of electrical use for 2 years as part of LEED accreditation. In this FY 15 reporting year, only the Living Learning Center REC’s are still active.",http://www.utdallas.edu/sustainability/,--
University of Toledo,2016-03-25,2016-03-25 15:21:09,neil.tabor@utoledo.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,"Although UT does produce some on-site renewable energy, it is not pursuing this credit due to the lack of energy production from these systems compared to overall campus consumption."
University of Virginia,2015-12-11,2015-12-11 14:05:44,art2k@Virginia.edu,2.0,Pursuing,4083172.0,3.0,**,"The University has installed a 1.2 kW photovoltaic array that is used to charge prototype electric vehicles.  This is also being used for research to determine the cost-effectiveness of photovoltaic applications on Grounds.  As part of our Alternative Energy Study, we are considering a variety of options to commercially produced energy. ",--,None,--,None,--,None,http://uvatoday.org/blog/?p=1838,--
University of Winnipeg,2016-01-13,2016-01-13 14:36:45,a.lajoie-omalley@uwinnipeg.ca,2.0,Pursuing,124443.14,150.0,**,The common areas in McFeetors Hall are heated using ground source heat pumps,--,,--,,1309.0,RECs were purchased as part of the construction process for the Buhler building.,--,--
University of Wisconsin-Green Bay,2016-01-07,2016-01-07 17:22:44,fermanij@uwgb.edu,2.0,Pursuing,315133.0,44.36,**,Building-integrated photovoltaic film on windows in Mary Ann Cofrin Hall 'Winter Garden' area. ,--,,--,,--,"Wisconsin Act 141 directs the Department of Administration (DOA) to set goals for the use of renewable energy by the six state agencies that consume the great majority of electricity purchased by the state. One of these agencies is the University of Wisconsin System. ""The individual agency goals shall be designed to accomplish the overall goal that, by the end of 2007, 10% of the electricity purchased by the state be derived from renewable resources and, by the end of 2011, 20% be derived from renewable resources.""

The DOA disperses the renewable energy it purchases to the state institutions in purchases on behalf of. The RECs for the UW System schools are dispersed proportionally based on previous year usage. 

However, we can not validate that these credits are certified so are not claiming them. ",--,Energy consumption is from FY11-12. 
University of Wisconsin-Milwaukee,2016-03-23,2016-03-23 09:33:38,knelson6@uwm.edu,2.0,Pursuing,860315.0,563.77,**,"5 Solar PV systems are located on campus facilities at Bolton Hall, Cambridge Commons, the University Services and Research Building (USR), Innovation Campus, and the Golda Meir Library. In addition, the microgrid facility at USR also features a 15kW wind turbine. ",--,,--,,31871.61,Wisconsin Act 141 directs the Department of Administration (DOA) to set goals for the use of renewable energy by the six state agencies that consume the great majority of electricity purchased by the state. One of these agencies is the University of Wisconsin System. REC's are broken out from there to individual campuses based on percentage of energy used in the UW System.  The data available is from FY 2015.,http://www4.uwm.edu/pps/Sustainability/CampusInit/renewable-energy.cfm,--
University of Wisconsin-Oshkosh,2016-03-25,2016-03-25 23:40:38,kermathb@uwosh.edu,2.0,Pursuing,370974.54,297.66,**,"Tennis Courts: One pole mounted 2.9 KW photovoltaic tracking array, estimated 4,719 kWh/year

Sage Hall: 188 photovoltaic rooftop panels, 39.7 kW, estimated 46,000 kWh/year
Three pole-mounted photovoltaic tracking array, 2.5 kW each, estimated 12,167 kWh/year

Student Success Center: 84 photovoltaic rooftop panels, 19.7 kW, estimated 23,973 kWh/year

On campus biodigestor (BD1): 370 kW",3000.0,"180 solar thermal panels on 5 buildings.
One building with a 56-well geothermal (ground-source heating/cooling) system, and another with a 58-well geothermal system.",0.22,"Rosendale biodigestor - 1.44 MW system, these REC's have been sold.
Allan Farms - 64 kW system, this kW powers the farm, but the environmental attributes are still owned by the University. ",17002.27,Purchased 8% of electricity from the Wisconsin Public Service NatureWise program (primarily wind power).  State purchased an additional 10% from a wind power purchase. ,https://www.uwosh.edu/sustainability/what-we-do/energy,--
University of Wisconsin-Platteville,2016-02-29,2016-02-29 14:16:01,seebotha@uwplatt.edu,2.0,Pursuing,286683.6,--,**,,--,,--,,10688.8,"The State of Wisconsin purchases all electricity consumed in state-owned facilities. In 2005, Act 141 passed and required 10% of all electricity to come from renewable sources by the end of 2007, and 20% of all electricity to come from renewable sources by the end of 2011, if economically feasible. During the 2015 Fiscal Year, the state purchased 116,386,667 kwh of renewable energy RECS. The UW-System allocates this energy purchase to each campus based on local electrical energy use. UW-Platteville's FY15 allocation was 2.69% of this state total, or 3,135,002.09 kwh (10688.82 mmbtu).",http://docs.legis.wisconsin.gov/2005/related/acts/141.pdf,--
University of Wisconsin-Stevens Point,2016-01-28,2016-01-28 12:01:50,sjanowsk@uwsp.edu,2.0,Pursuing,403126.1,--,**,"On its south side, the Noel Fine Arts Center has its own 18-window photovoltaic panel.  The panel captures light energy from the sun and uses it to light parts of the Fine Arts Center inner courtyard area. Each of the 18 windows produces about 900 - 1,200 watts of electricity on a sunny day. 
",--,"Five of our residentail living halls, Burroughs Knutzen, Neale, Suites@201 and Pray-Sims, are equipped with solar panels that serve to heat all of the water in the buildings. ",--,n/a,101655.7,"NatureWise supports the generation of electricity from a blend of wind, solar and biomass (gases produced naturally from landfills and farm animal waste). This cleanly produced green electricity is then added to the power grid of communities in the WPS area.  Renewable Choice RECs are 100% wind power.  The State of WI purchases renewable energy as part of Act 141.  Green kwh is allocated to UW-Stevens Point based on consumption.

",http://www.uwsp.edu/sustainability/Pages/greenEnergy.aspx,Didn't report solar energy MMBtu because we don't have recorders on all the panels.
University of Wisconsin-Stout,2016-03-25,2016-03-25 10:47:57,rykals@uwstout.edu,2.0,Pursuing,359259.9,--,**,N/A,--,N/A,--,N/A,--,N/A,--,"Total energy consumption for 2013 came from the GHG Inventory 
 "
University of the Pacific,2016-03-23,2016-03-23 15:38:06,seller@pacific.edu,2.0,Pursuing,136808.7,52.59,**,PV Panel Installation Chambers Technology Center built in 2010 panels went on September 2010.,--,N/A,--,N/A,--,N/A,http://siteapp.fatspaniel.net/siteapp/simpleView.jsf?eid=625251,"Chambers Technology Center built in 2010 panels went on September 2010.

Total energy consumption performance year is from 2014 data. "
Vanderbilt University,2016-03-21,2016-03-21 10:46:07,andrea.george@vanderbilt.edu,2.0,Pursuing,3652107.0,1.916,**,"An 8.16-kilowatt flexible solar film, designed by Outpost Solar of Pulaski, TN, is installed on the coal silo of the Vanderbilt cogeneration power plant. The solar film was installed in October 2011.

The Smart Modal Area Recharge Terminal, or SMART station, is a solar-powered electric car charging station and can accommodate 10 electric vehicles (EVs) and is located on Vanderbilt’s campus. The SMART station is a joint project of Vanderbilt, the Tennessee Valley Authority and the Electric Power Research Institute to collect data on the operation of a charging station as well as the integration of the station into the operation of a “smart” power grid. This data will inform the further development of Tennessee’s electric vehicle infrastructure. The SMART station was opened in Fall 2012. The electricity produced by the SMART station goes directly back to the NES grid.

Four solar-powered charging stations were installed on campus in Spring 2012– a Solar Dok patio table and three walk-up Solstice units. Members of the Vanderbilt community can charge their electronics while outside, utilizing the batteries charged by solar power. The charging stations were a project of the Vanderbilt Green Fund, a collaborative venture of Plant Operations, the Office of the Dean of Students and Vanderbilt Student Government to fund utility conservation projects proposed by students and selected with student input. The power from these units goes directly into a battery used to power electronic devices.

A new solar installation was completed in November 2015 as part of a Green Fund project. A 120 gallon solar hot water heating system was installed on the Currey Tennis Center that provides heating to water used in the facilities in the building.  ",--,,37.33,"VU/MWS Renewable Energy Showcase - In collaboration with Nashville Metro Water Services (MWS), Vanderbilt University School of Engineering (VUSE) set up a wind-solar renewable energy site at the Love Hill in Nashville. The main purpose of this project is to examine the feasibility of alternative energy production through solar and wind facilities, and the expectation is that about of 30kWh of energy will be generated on a daily basis; 30kWh is the average daily consumption of electrical energy per household across the US, according to the US Energy Information Administration.  Love Hill is one of the highest points in Nashville and the wind speeds atop the hill are suitable for wind power generation, especially during the windy months November through April. In the first phase of the project, a wind monitoring station was set up at Love Hill to measure and establish analytical models for energy production. Owing to the proximity of homes, and considering issues of neighborhood aesthetics and noise, only a modest 3kW turbine has been installed. The wind power is complemented by solar power of 4.8 kW capacity. The electricity produced at this site does not return directly to the Vanderbilt campus",4603.0,"Vanderbilt purchases 750 blocks per month of renewable energy through TVA's Green Power Switch Program. Vanderbilt University is the largest purchaser of green power through NES, the local electrical provider.",--,--
Vassar College,2016-03-10,2016-03-10 19:47:26,alihall@vassar.edu,2.0,Pursuing,266542.0,71.0,**,7kW PV solar array on the roof of the College Center,--,"Vassar College installed shallow-source geothermal heating and cooling in newly-built senior housing apartments (Town Houses and Terrace Apartments), but since we do not track the MBtu harvested or saved by these systems, we cannot claim them in this credit.",--,In 2016 Vassar will source 12% of its electricity from an off-site solar array and 10% of its electricity from an off-site small scale hydro facility,--,,--,--
Villanova University,2016-03-21,2016-03-21 13:11:28,liesel.schwarz@villanova.edu,2.0,Pursuing,506474.0,--,**,Villanova has a 4kW PV system located on the CEER building.  The system contains 3 parallel strings of 8 series Suntech 170 W modules.  The inverter is Fronius IG 4500-LV.  The RECs belong to Sustainable Energy Fund as a partial founder of the project.,--,Villanova does have geothermal HVAC installed on campus.  The energy output is unknown.,--,,--,,--,--
